שם תחנה,מספר תחנה,תאריך,טמפרטורת מקסימום(C°),טמפרטורת מינימום(C°)
בית דגן                                           ,2523,11-12-2011,20.8,5.9
בית דגן                                           ,2523,12-12-2011,20.4,4.5
בית דגן                                           ,2523,13-12-2011,20.8,5.3
בית דגן                                           ,2523,14-12-2011,19.0,9.2
בית דגן                                           ,2523,15-12-2011,19.8,8.6
בית דגן                                           ,2523,16-12-2011,20.9,7.7
בית דגן                                           ,2523,17-12-2011,21.9,11.6
בית דגן                                           ,2523,18-12-2011,23.7,8.8
בית דגן                                           ,2523,19-12-2011,27.5,9.7
בית דגן                                           ,2523,20-12-2011,26.9,14.6
בית דגן                                           ,2523,21-12-2011,20.4,14.4
בית דגן                                           ,2523,22-12-2011,22.3,9.3
בית דגן                                           ,2523,23-12-2011,21.1,11.8
בית דגן                                           ,2523,24-12-2011,18.4,11.3
בית דגן                                           ,2523,25-12-2011,17.4,11.8
בית דגן                                           ,2523,26-12-2011,18.9,13.5
בית דגן                                           ,2523,27-12-2011,17.9,7.1
בית דגן                                           ,2523,28-12-2011,19.0,5.2
בית דגן                                           ,2523,29-12-2011,20.5,4.7
בית דגן                                           ,2523,30-12-2011,16.6,7.3
בית דגן                                           ,2523,31-12-2011,18.9,9.6
בית דגן                                           ,2523,01-01-2012,18.0,9.1
בית דגן                                           ,2523,02-01-2012,17.0,10.6
בית דגן                                           ,2523,03-01-2012,18.9,10.1
בית דגן                                           ,2523,04-01-2012,19.6,6.8
בית דגן                                           ,2523,05-01-2012,19.6,6.3
בית דגן                                           ,2523,06-01-2012,17.6,10.6
בית דגן                                           ,2523,07-01-2012,19.4,5.2
בית דגן                                           ,2523,08-01-2012,16.9,8.6
בית דגן                                           ,2523,09-01-2012,17.3,10.0
בית דגן                                           ,2523,10-01-2012,19.5,5.2
בית דגן                                           ,2523,11-01-2012,14.7,7.4
בית דגן                                           ,2523,12-01-2012,15.5,8.3
בית דגן                                           ,2523,13-01-2012,11.7,7.1
בית דגן                                           ,2523,14-01-2012,12.5,8.9
בית דגן                                           ,2523,15-01-2012,17.2,7.5
בית דגן                                           ,2523,16-01-2012,17.4,7.9
בית דגן                                           ,2523,17-01-2012,14.6,9.6
בית דגן                                           ,2523,18-01-2012,16.5,8.2
בית דגן                                           ,2523,19-01-2012,16.1,7.8
בית דגן                                           ,2523,20-01-2012,14.8,8.6
בית דגן                                           ,2523,21-01-2012,17.4,5.6
בית דגן                                           ,2523,22-01-2012,13.9,7.5
בית דגן                                           ,2523,23-01-2012,17.3,10.3
בית דגן                                           ,2523,24-01-2012,19.5,7.4
בית דגן                                           ,2523,25-01-2012,22.4,11.7
