"year","district","household_questionnaire_id","days_in_a_season_pump_use_s_p1","hours_per_day_use_s__p_1","days_in_a_season_pump_use_s_p2","hours_per_day_use_s__p_2","days_in_a_season_pump_use_s_p3","hours_per_day_use_s__p_3","days_in_a_season_pump_use_m_p1","hours_per_day_use_m__p_1","days_in_a_season_pump_use_m_p2","hours_per_day_use_m__p_2","days_in_a_season_pump_use_m_p3","hours_per_day_use_m__p_3","days_in_a_season_pump_use_w_p1","hours_per_day_use_w__p_1","days_in_a_season_pump_use_w_p2","hours_per_day_use_w__p_2","days_in_a_season_pump_use_w_p3","hours_per_day_use_w__p_3","TreatmentControl","TC","ps1","ps2","ps3","pm1","pm2","pm3","pw1","pw2","pw3","Summer_hr","Monsoon_hr","Winter_hr","Yearly_hr","p1_hr","p2_hr","p3_hr","days_monsoon","days_winter","days_summer","days_year","days_p1","days_p2","days_p3"
2018,"RSB","T302608033",40,4,NA,NA,NA,NA,50,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,160,NA,NA,200,NA,NA,NA,NA,NA,160,200,NA,360,360,NA,NA,50,NA,40,90,90,NA,NA
2018,"RSB","T302609007",20,5,NA,NA,NA,NA,20,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,100,NA,NA,60,NA,NA,NA,NA,NA,100,60,NA,160,160,NA,NA,20,NA,20,40,40,NA,NA
2018,"RSB","T302603034",20,5,NA,NA,NA,NA,30,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Treatment",1,100,NA,NA,150,NA,NA,NA,NA,NA,100,150,NA,250,250,NA,NA,30,NA,20,50,50,NA,NA
2018,"RSB","T302602009",20,5,NA,NA,NA,NA,30,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Treatment",1,100,NA,NA,240,NA,NA,NA,NA,NA,100,240,NA,340,340,NA,NA,30,NA,20,50,50,NA,NA
2018,"RSB","T300608006",10,5,10,5,NA,NA,40,5,20,5,NA,NA,30,8,NA,NA,NA,NA,"Treatment",1,50,50,NA,200,100,NA,240,NA,NA,100,300,240,640,490,150,NA,60,30,20,110,80,30,NA
2018,"RSB","T301808003",5,5,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,25,NA,NA,25,NA,NA,NA,NA,NA,25,25,NA,50,50,NA,NA,5,NA,5,10,10,NA,NA
2018,"RSB","T301805004",15,5,NA,NA,NA,NA,15,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,75,NA,NA,75,NA,NA,NA,NA,NA,75,75,NA,150,150,NA,NA,15,NA,15,30,30,NA,NA
2018,"RSB","T309306011",40,5,NA,NA,NA,NA,50,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,200,NA,NA,400,NA,NA,NA,NA,NA,200,400,NA,600,600,NA,NA,50,NA,40,90,90,NA,NA
2018,"RSB","T309306012",20,8,NA,NA,NA,NA,40,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Treatment",1,160,NA,NA,200,NA,NA,NA,NA,NA,160,200,NA,360,360,NA,NA,40,NA,20,60,60,NA,NA
2018,"RSB","T300608033",NA,NA,5,5,NA,NA,80,5,5,5,NA,NA,80,8,NA,NA,NA,NA,"Treatment",1,NA,25,NA,400,25,NA,640,NA,NA,25,425,640,1090,1040,50,NA,85,80,5,170,160,10,NA
2018,"RSB","T303608010",20,5,NA,NA,NA,NA,50,5,NA,NA,NA,NA,65,8,NA,NA,NA,NA,"Control",NA,100,NA,NA,250,NA,NA,520,NA,NA,100,250,520,870,870,NA,NA,50,65,20,135,135,NA,NA
2018,"RSB","T305404026",20,5,20,8,NA,NA,30,5,40,8,NA,NA,20,5,20,8,NA,NA,"Control",NA,100,160,NA,150,320,NA,100,160,NA,260,470,260,990,350,640,NA,70,40,40,150,70,80,NA
2018,"RSB","T300901112",25,8,20,8,NA,NA,20,5,20,5,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,200,160,NA,100,100,NA,NA,NA,NA,360,200,NA,560,300,260,NA,40,NA,45,85,45,40,NA
2018,"RSB","T300901113",25,8,NA,NA,NA,NA,20,5,NA,NA,NA,NA,5,5,NA,NA,NA,NA,"Treatment",1,200,NA,NA,100,NA,NA,25,NA,NA,200,100,25,325,325,NA,NA,20,5,25,50,50,NA,NA
2019,"RSB","T306004001",NA,NA,30,8,NA,NA,NA,5,4,NA,NA,NA,NA,NA,10,7,NA,NA,"Treatment",1,NA,240,NA,NA,NA,NA,NA,70,NA,240,NA,70,310,NA,310,NA,4,10,30,44,NA,44,NA
2019,"RSB","T309708020",20,8,15,10,30,8,4,6,5,8,8,9,4,8,2,9,8,9,"Treatment",1,160,150,240,24,40,72,32,18,72,550,136,122,808,216,208,384,17,14,65,96,28,22,46
2019,"RSB","T300608033",10,7,40,12,NA,NA,70,6,22,7,NA,NA,62,15,22,5,NA,NA,"Treatment",1,70,480,NA,420,154,NA,930,110,NA,550,574,1040,2164,1420,744,NA,92,84,50,226,142,84,NA
2019,"RSB","T302806050",10,10,30,9,NA,NA,5,8,7,9,NA,NA,2,9,2,8,NA,NA,"Treatment",1,100,270,NA,40,63,NA,18,16,NA,370,103,34,507,158,349,NA,12,4,40,56,17,39,NA
2019,"RSB","T309306012",15,6,NA,NA,NA,NA,NA,10,5,NA,NA,NA,1,8,1,7,NA,NA,"Treatment",1,90,NA,NA,NA,NA,NA,8,7,NA,90,NA,15,105,98,7,NA,5,2,15,22,16,6,NA
2019,"RSB","T300508099",26,8,NA,NA,NA,NA,5,10,3,5,NA,NA,18,8,4,10,NA,NA,"Treatment",1,208,NA,NA,50,15,NA,144,40,NA,208,65,184,457,402,55,NA,8,22,26,56,49,7,NA
2019,"RSB","T305602003",10,12,NA,NA,NA,NA,6,NA,NA,12,NA,NA,8,12,NA,NA,NA,NA,"Treatment",1,120,NA,NA,NA,NA,NA,96,NA,NA,120,NA,96,216,216,NA,NA,6,8,10,24,24,NA,NA
2019,"RSB","T300406135",25,12,7,7,10,12,10,9,2,12,4,10,15,8,7,2,2,6,"Treatment",1,300,49,120,90,24,40,120,14,12,469,154,146,769,510,87,172,16,24,42,82,50,16,16
2019,"RSB","T306102002",15,5,NA,NA,NA,NA,20,NA,NA,5,NA,NA,40,3,NA,NA,NA,NA,"Treatment",1,75,NA,NA,NA,NA,NA,120,NA,NA,75,NA,120,195,195,NA,NA,20,40,15,75,75,NA,NA
2019,"RSB","T305607002",20,12,12,12,NA,NA,15,10,10,12,NA,NA,10,12,10,10,NA,NA,"Treatment",1,240,144,NA,150,120,NA,120,100,NA,384,270,220,874,510,364,NA,25,20,32,77,45,32,NA
2019,"RSB","T308707002",20,12,12,12,NA,NA,20,12,12,12,NA,NA,20,12,10,10,NA,NA,"Treatment",1,240,144,NA,240,144,NA,240,100,NA,384,384,340,1108,720,388,NA,32,30,32,94,60,34,NA
2019,"RSB","T306102001",20,12,NA,NA,NA,NA,15,NA,NA,12,NA,NA,15,12,NA,NA,NA,NA,"Treatment",1,240,NA,NA,NA,NA,NA,180,NA,NA,240,NA,180,420,420,NA,NA,15,15,20,50,50,NA,NA
2019,"RSB","T304802030",NA,NA,NA,NA,NA,NA,5,NA,NA,10,NA,NA,3,9,NA,NA,NA,NA,"Treatment",1,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,27,27,27,NA,NA,5,3,NA,8,8,NA,NA
2019,"RSB","T305519001",12,10,NA,NA,NA,NA,6,NA,NA,10,NA,NA,8,10,NA,NA,NA,NA,"Treatment",1,120,NA,NA,NA,NA,NA,80,NA,NA,120,NA,80,200,200,NA,NA,6,8,12,26,26,NA,NA
2019,"RSB","T301911010",12,12,60,3,80,6,NA,5,90,NA,90,7,10,12,60,3,80,6,"Treatment",1,144,180,480,NA,NA,630,120,180,480,804,630,780,2214,264,360,1590,180,150,152,482,22,210,250
2019,"RSB","T300307001",20,12,NA,NA,NA,NA,20,10,4,12,4,10,20,12,4,10,4,10,"Treatment",1,240,NA,NA,200,48,40,240,40,40,240,288,320,848,680,88,80,28,28,20,76,60,8,8
2019,"RSB","T302602009",9,7,NA,NA,NA,NA,7,NA,NA,6,NA,NA,15,7,NA,NA,NA,NA,"Treatment",1,63,NA,NA,NA,NA,NA,105,NA,NA,63,NA,105,168,168,NA,NA,7,15,9,31,31,NA,NA
2019,"RSB","T304802122",40,2,NA,NA,NA,NA,12,NA,NA,3,NA,NA,14,4,NA,NA,NA,NA,"Treatment",1,80,NA,NA,NA,NA,NA,56,NA,NA,80,NA,56,136,136,NA,NA,12,14,40,66,66,NA,NA
2019,"RSB","T308705001",10,7,20,10,20,10,15,10,5,4,5,10,45,6,15,10,15,10,"Treatment",1,70,200,200,150,20,50,270,150,150,470,220,570,1260,490,370,400,25,75,50,150,70,40,40
2019,"RSB","T305001120",10,6,25,12,15,10,20,10,5,5,3,5,40,5,15,15,10,10,"Treatment",1,60,300,150,200,25,15,200,225,100,510,240,525,1275,460,550,265,28,65,50,143,70,45,28
2019,"RSB","T303007001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Treatment",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,"RSB","T305607005",20,12,20,12,5,10,20,8,10,12,8,12,15,10,10,10,5,12,"Treatment",1,240,240,50,160,120,96,150,100,60,530,376,310,1216,550,460,206,38,30,45,113,55,40,18
2019,"RSB","T300608006",12,12,NA,NA,NA,NA,8,NA,NA,12,NA,NA,9,12,NA,NA,NA,NA,"Treatment",1,144,NA,NA,NA,NA,NA,108,NA,NA,144,NA,108,252,252,NA,NA,8,9,12,29,29,NA,NA
2019,"RSB","T308703001",NA,NA,NA,NA,NA,NA,10,NA,NA,10,NA,NA,12,12,NA,NA,NA,NA,"Treatment",1,NA,NA,NA,NA,NA,NA,144,NA,NA,NA,NA,144,144,144,NA,NA,10,12,NA,22,22,NA,NA
2019,"RSB","T300901113",NA,NA,NA,NA,NA,NA,12,NA,NA,6,NA,NA,12,5,NA,NA,NA,NA,"Treatment",1,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,60,60,60,NA,NA,12,12,NA,24,24,NA,NA
2019,"RSB","T302603034",NA,NA,20,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,NA,NA,"Treatment",1,NA,100,NA,NA,NA,NA,NA,42,NA,100,NA,42,142,NA,142,NA,NA,7,20,27,NA,27,NA
2019,"RSB","T305607004",20,7,25,7,NA,NA,8,5,9,5,NA,NA,5,5,6,4,NA,NA,"Treatment",1,140,175,NA,40,45,NA,25,24,NA,315,85,49,449,205,244,NA,17,11,45,73,33,40,NA
2019,"RSB","T304802123",NA,NA,NA,NA,NA,NA,15,8,6,12,7,12,12,12,10,10,8,10,"Treatment",1,NA,NA,NA,120,72,84,144,100,80,NA,276,324,600,264,172,164,28,30,NA,58,27,16,15
2019,"RSB","T304905099",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,40,40,40,NA,NA,NA,5,NA,5,5,NA,NA
2019,"RSB","T302608031",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,"RSB","T304901100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,"RSB","T307408001",NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,2,7,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,14,14,14,NA,NA,1,2,NA,3,3,NA,NA
2019,"RSB","T301503134",NA,NA,NA,NA,NA,NA,2,NA,NA,5,NA,NA,4,5,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,20,20,20,NA,NA,2,4,NA,6,6,NA,NA
2019,"RSB","T309504024",NA,NA,NA,NA,NA,NA,1,NA,NA,10,NA,NA,3,5,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,15,15,15,NA,NA,1,3,NA,4,4,NA,NA
2019,"RSB","T304308003",NA,NA,NA,NA,NA,NA,5,NA,NA,3,NA,NA,15,6,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,90,90,90,NA,NA,5,15,NA,20,20,NA,NA
2019,"RSB","T301503081",10,5,NA,NA,NA,NA,3,NA,NA,5,NA,NA,5,5,NA,NA,NA,NA,"Control",NA,50,NA,NA,NA,NA,NA,25,NA,NA,50,NA,25,75,75,NA,NA,3,5,10,18,18,NA,NA
2019,"RSB","T302608029",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,"RSB","T309009013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,"RSB","T302608003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,"RSB","T302607029",5,5,NA,NA,NA,NA,1,NA,NA,5,NA,NA,2,5,NA,NA,NA,NA,"Control",NA,25,NA,NA,NA,NA,NA,10,NA,NA,25,NA,10,35,35,NA,NA,1,2,5,8,8,NA,NA
2019,"RSB","T306708132",NA,NA,NA,NA,NA,NA,2,NA,NA,5,NA,NA,5,5,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,25,25,25,NA,NA,2,5,NA,7,7,NA,NA
2019,"RSB","T309303010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,"RSB","T303806078",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,"RSB","T303807077",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,"RSB","T302607006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,"RSB","T305104033",NA,NA,NA,NA,NA,NA,2,NA,NA,5,NA,NA,5,5,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,25,25,25,NA,NA,2,5,NA,7,7,NA,NA
2019,"RSB","T302608032",1,2,NA,NA,NA,NA,1,NA,NA,3,NA,NA,8,10,2,10,NA,NA,"Control",NA,2,NA,NA,NA,NA,NA,80,20,NA,2,NA,100,102,82,20,NA,1,10,1,12,10,2,NA
2019,"RSB","T305102015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,"RSB","T300603032",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,"RSB","T302608026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,"RSB","T305007121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,"RSB","T303505004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,5,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,40,40,40,NA,NA,NA,8,NA,8,8,NA,NA
2019,"RSB","T304804086",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,"RSB","T301503071",12,10,NA,NA,NA,NA,5,NA,NA,12,NA,NA,12,12,NA,NA,NA,NA,"Control",NA,120,NA,NA,NA,NA,NA,144,NA,NA,120,NA,144,264,264,NA,NA,5,12,12,29,29,NA,NA
2019,"RSB","T304808083",NA,NA,NA,NA,NA,NA,6,NA,NA,8,NA,NA,8,12,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,96,NA,NA,NA,NA,96,96,96,NA,NA,6,8,NA,14,14,NA,NA
2019,"RSB","T300409001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,"RSB","T304705090",NA,NA,8,8,NA,NA,15,3,4,5,NA,NA,16,10,10,8,NA,NA,"Control",NA,NA,64,NA,45,20,NA,160,80,NA,64,65,240,369,205,164,NA,19,26,8,53,31,22,NA
2019,"RSB","T300607023",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,"RSB","T300601005",2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,NA,NA,NA,NA,"Control",NA,10,NA,NA,NA,NA,NA,42,NA,NA,10,NA,42,52,52,NA,NA,NA,6,2,8,8,NA,NA
2019,"RSB","T307001095",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,4,4,4,NA,NA,NA,2,NA,2,2,NA,NA
2019,"RSB","T300401028",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,"RSB","T305602001",NA,NA,NA,NA,NA,NA,8,NA,NA,10,NA,NA,7,12,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,84,NA,NA,NA,NA,84,84,84,NA,NA,8,7,NA,15,15,NA,NA
2019,"RSB","T303603009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,"RSB","T302606024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,"RSB","T301502070",26,10,26,8,26,4,1,10,2,10,3,10,2,8,2,4,2,1,"Control",NA,260,208,104,10,20,30,16,8,2,572,60,26,658,286,236,136,6,6,78,90,29,30,31
2019,"RSB","T302609007",7,6,7,6,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,42,42,42,NA,NA,NA,NA,NA,NA,126,NA,NA,126,42,42,42,NA,NA,21,21,7,7,7
2019,"RSB","T305404026",6,15,6,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,90,90,NA,NA,NA,NA,NA,NA,NA,180,NA,NA,180,90,90,NA,NA,NA,12,12,6,6,NA
2019,"RSB","T302608033",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,NA,NA
2019,"RSB","T304706131",NA,NA,NA,NA,NA,NA,15,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,15,15,NA,NA
2019,"RSB","T302606012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,"RSB","T304707109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,"RSB","T304705128",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,"RSB","T301808003",NA,NA,NA,NA,NA,NA,10,NA,NA,12,NA,NA,10,10,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,100,100,100,NA,NA,10,10,NA,20,20,NA,NA
2019,"RSB","T305105014",6,8,NA,NA,NA,NA,5,NA,NA,8,NA,NA,14,8,NA,NA,NA,NA,"Control",NA,48,NA,NA,NA,NA,NA,112,NA,NA,48,NA,112,160,160,NA,NA,5,14,6,25,25,NA,NA
2019,"RSB","T302501007",8,8,NA,NA,NA,NA,3,NA,NA,2,NA,NA,8,8,NA,NA,NA,NA,"Control",NA,64,NA,NA,NA,NA,NA,64,NA,NA,64,NA,64,128,128,NA,NA,3,8,8,19,19,NA,NA
2019,"RSB","T302608007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,"RSB","T302602008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,"RSB","T305006119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,"RSB","T307103093",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,"RSB","T303906006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,"RSB","T304702127",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,"RSB","T304706130",NA,NA,NA,NA,NA,NA,10,NA,NA,7,NA,NA,20,5,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,100,100,100,NA,NA,10,20,NA,30,30,NA,NA
2019,"RSB","T302409104",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,"RSB","T300509098",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,"RSB","T300901112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,"RSB","T300902111",NA,NA,NA,NA,NA,NA,10,NA,NA,12,NA,NA,12,12,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,144,NA,NA,NA,NA,144,144,144,NA,NA,10,12,NA,22,22,NA,NA
2019,"RSB","T301001084",NA,NA,NA,NA,NA,NA,1,NA,NA,3,NA,NA,4,10,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,40,40,40,NA,NA,1,4,NA,5,5,NA,NA
2019,"RSB","T301805004",5,6,NA,NA,NA,NA,10,10,2,5,NA,NA,5,10,NA,NA,NA,NA,"Control",NA,30,NA,NA,100,10,NA,50,NA,NA,30,110,50,190,180,10,NA,12,5,5,22,20,2,NA
2019,"RSB","T301503073",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,"RSB","T305004118",2,4,1,5,NA,NA,3,12,4,7,NA,NA,2,10,2,11,NA,NA,"Control",NA,8,5,NA,36,28,NA,20,22,NA,13,64,42,119,64,55,NA,7,4,3,14,7,7,NA
